"%s","%s"
"%s role is a special one and can\'t be changed.","%s yetkisi özeldir ve değiştirilemez."
"%s role is a special one and can\'t be deleted.","%s yetkisi özeldir ve silinemez."
"%s role is protected.","%s yetkisi koruma altına alındı."
"ACL Attribute Rules","ACL "
"ACL Attributes Information","ACL "
"Add","Ekle"
"Add Admin Role","Yönetici Rolü Ekle"
"Add New Role","Yeni Yetki Sınıfı Ekle"
"Address Type","Adres Tipi"
"Admin","Yönetim"
"Allow","İzin Ver"
"An error occurred while deleting the role.","Yetki silinirken bir hata meydana geldi."
"An error occurred while saving attribute rules.","Özellik kuralı kaydedilirken bir hata meydana geldi."
"An error occurred while saving role.","Yetki kaydedilirken bir hata meydana geldi."
"Api Rules Information","API Kuralları"
"Assigned","Atandı"
"Associate to Website","Websitesine İlişkilendir"
"Attribute Rules Information","Özellik Kural Bilgisi"
"Attribute Set","Özellik Seti"
"Attributes","Özellikler"
"Automatically Return Credit Memo Item to Stock","İade Kaydı oluşturulan Ürünü Stoğa Otomatik Geri Yükle"
"Back","Geri"
"Backorders","Ön Siparişler"
"Base Currency","Ana Para Birimi"
"Base Customer Balance","Ana Müşteri Bakiyesi"
"Base Discount","Ana İskontu"
"Base Discount Amount","Ana İskonto Tutarı"
"Base Item Subtotal","Ana Ürün Ara Toplamı"
"Base Item Subtotal Including Tax","Vergi Dahil Ana Ürün Ara Toplamı"
"Base Original Price","Ana Orijinal Fiyat"
"Base Price","Ana Fiyat"
"Base Price Including Tax","Vergi Dahil Ana Fiyat"
"Base Shipping","Ana Teslimat"
"Base Shipping Discount","Ana Teslimat İskontosu"
"Base Shipping Tax","Ana Teslima Vergisi"
"Base Subtotal","Ana Ara Toplam"
"Base Subtotal Including Tax","Vergi Dahil Ana Ara Toplam"
"Base Tax Amount","Ana Vergi Tutarı"
"Base Total Due","Ana Toplam Vadesi Doldu"
"Base Total Paid","Ödenen Ana Toplam"
"Base Total Refunded","Ana Toplam İade Edildi"
"Buy Now URL","Şimdi URL Satın"
"Can Be Divided into Multiple Boxes for Shipping","Teslimat birden fazlaya bölünebilir"
"Canceled Qty","İptal Edilen Miktar"
"Catalog","Katalog"
"Catalog Product","Katalog "
"CatalogInventory","Envanter"
"Category ID","Kategori No"
"City","Şehir"
"Company","Şirket"
"Country","Ülke"
"Coupon Code","Kupon Kodu"
"Create","Oluştur"
"Create Permanent Redirect for old URL","Eski URL için yönlendirme kaydı ekle"
"Created From","Tarafından Oluşturuldu"
"Customer","Müşteri"
"Customer Address","Müşteri Adresi"
"Customer Address ID","Müşteri Adress No"
"Customer Balance","Müşteri Bakiyesi"
"Customer First Name","Müşteri Adı"
"Customer ID","Müşteri No"
"Customer Last Name","Müşteri Soyadı"
"Customer Middle Name","Müşteri İkinci Adı"
"Customer Prefix","Müşteri Öneki"
"Customer Suffix","Müşteri Soneki"
"Default Image","Varsayılan Resim"
"Delete","Sil"
"Deny","Reddet"
"Disable automatic group change based on VAT ID","Vergi Numarası üzerindeki otomatik grup değiştirmeyi kapat"
"Discount","İndirim"
"Discount Amount","İndirim Tutarı"
"Discount Description","İndirim Açıklaması"
"Edit","Düzenle"
"Edit %s ACL attribute rules","%s ACL özellik kurallarını düzenle"
"Edit Role","Yetki Sınıfı Düzenle"
"Edit attribute rules for %s Role","%s rolü için özellik kurallarını düzenle"
"Email","E-posta"
"Enable Qty Increments","Miktar Arttırımını Aktif et"
"Exclude","Hariç Tut"
"File Content","Dosya İçeriği"
"File MIME Type","Dosya MIME Tipi"
"File Name","Dosya Adı"
"Final Price With Tax","Vergi Dahil Son Fiyat"
"Final Price Without Tax","Vergi Hariç Son Fiyat"
"First Name","Adı:"
"Gift Message","Hediye Mesajı"
"Grand Total","Genel Toplam"
"Grand Total to Be Charged","Genel Toplam tahsil edildi"
"Group","Grup"
"Guest","Misafir"
"Has Custom Options","Özel Seçenekler Var"
"ID","No"
"Inventory Data","Stok Envanter Verisi"
"Invoiced Qty","Faturalanan Adet"
"Is Confirmed","Onaylandı"
"Is Default Billing Address","Varsayılan Fatura Adresi"
"Is Default Shipping Address","Varsayılan Teslimat Adresi"
"Item ID","Ürün No"
"Item Subtotal","Ürün Ara Toplamı"
"Item Subtotal Including Tax","Vergi Dahil Ürün Ara Toplamı"
"Label","Etiket"
"Last Logged In","Son Giriş:"
"Last Name","Soyadı"
"Low Stock Date","Düşük Stok Tarihi"
"Manage Stock","Stok Yönetimi"
"Maximum Qty Allowed in Shopping Cart","Sepette izin verilen en yüksek miktar"
"Minimum Qty Allowed in Shopping Cart","Sepette izin verilen en düşük miktar"
"New Role","Yeni Yetki Sınıfı"
"Notify for Quantity Below","Miktar Aşağısını Bildir"
"OAuth","OAuth"
"Order","Sipariş"
"Order Addresses","Sipariş Adresleri"
"Order Comments","Sipariş Açıklamaları"
"Order Currency","Sipariş Para Birimi"
"Order Date","Sipariş Tarihi"
"Order ID","Sipariş No"
"Order ID (internal)","Sipariş No (dahili)"
"Order Item ID","Sipariş Ürün No"
"Order Items","Sipariş Ürünleri"
"Order Status","Sipariş Durumu"
"Ordered Qty","Sipariş Edilen Miktar"
"Orders","Siparişler"
"Original Price","Orjinal Fiyat"
"Parent Order Item ID","Üst Sipariş Ürün No"
"Payment Method","Tahsilat Yöntemi"
"Phone Number","Telefon No"
"Placed from IP","Ip Adresinden Bağlanıldı."
"Please enter a valid number in ""max_sale_qty"" field","Lütfen ""max_sale_qty"" alanı için geçerli bir sayı giriniz"
"Please enter a valid number in ""min_qty"" field","Lütfen ""min_qty"" alanı için geçerli bir sayı giriniz"
"Please enter a valid number in ""min_sale_qty"" field","Lütfen ""min_sale_qty"" alanı için geçerli bir sayı giriniz"
"Please enter a valid number in ""notify_stock_qty"" field","Lütfen ""notify_stock_qty"" alanı için geçerli bir sayı giriniz"
"Please use numbers only in ""category_id"" field.","Lütfen ""category_id"" alanı için sadece sayı kullanınız."
"Please use numbers only in ""qty_increments"" field. Please avoid spaces or other characters such as dots or commas.","Lütfen ""qty_increments"" alanı için sadece sayı kullanınız. Lütfen boşluk, nokta veya virgül gibi diğer karakterleri kullanmayınız."
"Position","Konum"
"Price","Fiyat"
"Price Including Tax","Vergi dahil fiyat"
"Product","Ürün"
"Product Category","Ürün Kategorisi"
"Product ID","Ürün No"
"Product Image","Ürün Resmi"
"Product Type","Ürün Tipi"
"Product URL","Ürün URL"
"Product Website","Ürün Websitesi"
"Product and Custom Options Name","Ürün ve Özel Seçenekler Adı"
"Qty","Miktar"
"Qty Increments","Miktar Arttırımı"
"Qty Uses Decimals","Miktarda Ondalık Kullan"
"Qty for Item's Status to Become Out of Stock","Stokta yok durumu için ürün miktarı"
"REST - Attributes","REST - Özellikler"
"REST - Roles","REST - Yetkiler"
"REST ACL Attributes","REST ACL Özellikleri"
"REST Attributes","REST Özellikleri"
"REST Role","REST Yetkisi"
"REST Roles","REST Yetkileri"
"REST Roles Information","REST Yetki Bilgisi"
"Read","Oku"
"Refunded Qty","İade Edilen Miktar"
"Regular Price With Tax","Vergi Dahil Normal Fiyat"
"Regular Price Without Tax","Vergi Hariç Normal Fiyat"
"Rest Roles","REST Yetkileri"
"Retrieve","Geri Al"
"Role ""%s"" no longer exists","""%s"" rol artık yok."
"Role ""%s"" not found.","""%s"" rol bulunamadı."
"Role API Resources","Yetki API Kaynaklar"
"Role Info","Yetki Sınıfı Bilgisi"
"Role Information","Yetki Sınıfı Bilgisi"
"Role Name","Yetki Sınıfı Adı"
"Role Users","Yetki Sınıfı Kullanıcıları"
"Role has been deleted.","Yetki silindi."
"Roles","Yetki Sınıfları"
"SKU","Ürün Kodu"
"Salability Status","Satılabilme Durumu"
"Sales","Satışlar"
"Save","Kaydet"
"Shipped Qty","Kargolanan Adet"
"Shipping Amount","Teslimat Tutarı"
"Shipping Discount","Kargo İndirimi"
"Shipping Including Tax","Vergi Dahil Kargo"
"Shipping Method","Teslimat Yöntemi"
"Shipping Tax","Kargo Vergisi"
"State","Eyalet"
"Stock Availability","Stok Durumu"
