"%s was added to your shopping cart.","%s sepetinize eklendi."
"%s was updated in your shopping cart.","Alışveriş sepetinizde %s güncellendi."
"* Required Fields","* Zorunlu Alanlar"
"Add New Address","Yeni Adres Ekle"
"Add New Condition","Yeni Koşul Ekle"
"Add coupon code for shopping cart","Alışveriş Sepeti için kupon kodu ekle"
"Add gift messages to shopping cart","Alışveriş Sepetine hediye mesajlarını ekle"
"Add product to shopping cart","Ürünü sepete ekle"
"Add product(s) to shopping cart","Ürün(leri) sepete ekle"
"Add to Cart","Sepete Ekle"
"Add to Compare","Karşılaştırma Listesine Ekle"
"Add to Wishlist","Takip Listesine Ekle"
"Additional Product Info","Ek Ürün Bilgisi"
"Address","Adres"
"Address %s of %s","Adres %s - %s"
"After Adding a Product Redirect to Shopping Cart","Ürün Eklendikten sonra Sepete Yönlendir"
"Allow Guest Checkout","Kayıtlı olmayan kullanıcıların (Misafir) alışveriş yapmasına izin ver"
"Already registered?","Zaten kayıtlı?"
"An error occurred in the process of payment","Tahsilat işlemi esnasında birr hata meydana geldi"
"An error occurred while deleting this condition.","Bu durum silinirken bir hata meydana geldi."
"An error occurred while saving this condition.","Bu durum kaydedilirken bir hata meydana geldi."
"Apply Coupon","Kuponu Uygula"
"Are you sure you would like to remove this item from the shopping cart?","Alışveriş sepetinizden bu ürünü silmek istediğinizden emin misiniz?"
"Back","Geri"
"Back to Billing Information","Fatura Bilgilerine Geri Dön"
"Back to Select Addresses","Adres Seçimine Dön"
"Back to Shipping Information","Teslimat Bilgileri Bölümüne Dön"
"Back to Shopping Cart","Alışveriş Sepetine Dön"
"Based on your selection, you may be interested in the following items:","Seçimlerinize bakarak aşağıdaki ürünlerin de ilginizi çekebilir:"
"Billing Address","Fatura Adresi"
"Billing Information","Fatura Adresi Bilgisi"
"Billing Information - %s","Fatura Adresi Bilgisi - %s"
"Cancel Coupon","Kuponu İptal Et"
"Cannot add item to the shopping cart.","Ürün sepete eklenemedi."
"Cannot add the item to shopping cart","Alışveriş Sepetine daha fazla ürün ekleyemezsiniz."
"Cannot add the item to shopping cart.","Ürün sepete eklenemedi."
"Cannot apply the coupon code.","İndirim Kuponu kodu uygulanamadı."
"Cannot configure product.","Ürün yapılandırılamadı."
"Cannot open the overview page","Önizleme sayfası açılamadı"
"Cannot process the item.","İşlem yapılamıyor."
"Cannot remove the item.","Ürün silinemedi."
"Cannot update shopping cart.","Alışveriş Sepeti güncellenemedi."
"Cannot update the item.","Öğe güncellenemedi."
"Card Verification Number Visual Reference","Kart Güvenlik Numarası Görsel Referansı"
"Cart Product API","Sepet Ürün API si"
"Cart Subtotal:","Sipariş Ara Toplamı:"
"Change","Değiştir"
"Change Billing Address","Fatura Adresini Değiştir"
"Checkbox Text","Onay Kutusu Yazısı"
"Checkout","Alışveriş"
"Checkout Conditions","Alışveriş Durumları"
"Checkout Method","Alışveriş Bitirme Yöntemi"
"Checkout Options","Alışveriş Seçenekleri"
"Checkout Progress Wrapper","Alışverişi Bitirme İşlemi Çerçevesi"
"Checkout Section","Alışveriş Bölümü"
"Checkout Terms and Conditions","Alışveriş Kural ve Koşulları"
"Checkout as Guest","Misafir olarak Alışveriş"
"Checkout as a Guest or Register","Misafir veya Üye Olarak Alışveriş"
"Checkout with Multiple Addresses","Birden Fazla Adresle Alışverişi Bitir"
"City","Şehir"
"Clear Shopping Cart","Alışveriş Sepetini Temizle"
"Click <a href=""%s"" onclick=""this.target=\'_blank\'"">here to print</a> a copy of your order confirmation.","<a href=""%s"" onclick=""this.target=\'_blank\'"">Buraya tıklayarak</a> sipariş onayınızın bir kopyasını yazdırabilirsiniz."
"Click <a href=""%s"">here</a> to continue shopping.","Alışverişe devam etmek için <a href=""%s"">buraya tıklayınız</a>."
"Close","Kapat"
"Company","Şirket"
"Condition Name","Koşul Adı"
"Configurable Product Image","Ayarlanabilir Ürün Resmi"
"Configure Cart Item","Sepetteki Ürünü Düzenle"
